text,label
Find a restaurant and book a table in McD for 7 at 04:45 PM.,7
Get me a reservation at Root's Natiral Kitchen for 6 at 08:45 PM.,7
Find a restaurant and book a table in Stack'd for 2 at 05:45 PM.,7
"Check for a table at Chipotle, East Liberty for 8 at 06:45 PM.",7
"Check for a table at Chipotle, East Liberty.",7
Check for a table at Noodlehead for 10 at 10:45 PM.,7
Can you reserve a table at Taco Bell for 6 at 06:45 PM.,7
Get me a table at Masala House for 2 at 05:45 PM.,7
Book a table at Masala House for 3 at 03:45 PM.,7
"Can you reserve a table at Chipotle, Forbes Avenue for 6 at 02:45 AM.",7
Reserve a table at Wendys for 2 at 05:45 PM.,7
Find a restaurant and book a table in McDoland's for 4 at 12:45 AM.,7
Can you reserve a table at Napoli's Pizzeria for 8 at 03:45 PM.,7
I want a reservation at Reva for 6 at 04:45 PM.,7
"I want a reservation at Chipotle, Forbes Avenue for 6 at 03:45 PM.",7
Book a table at Masala House for 9 at 11:45 PM.,7
Get me a reservation at Pizza Palermo for 10 at 12:45 AM.,7
Get me a table at Wendys.,7
Book a table at Masala House for 8 at 08:45 PM.,7
I need a booking at Alta Via for 4 at 07:45 PM.,7
"Reserve a table at Chipotle, Forbes Avenue.",7
Can you reserve a table at Alta Via for 7 at 12:45 AM.,7
"Book a table at Chipotle, East Liberty for 5 at 08:45 PM.",7
I want a reservation at Masala House for 9 at 01:45 AM.,7
"Check for a table at Chipotle, Forbes Avenue.",7
I want a reservation at Wendys.,7
Get me a reservation at Murray Avenue Grill for 5 at 03:45 PM.,7
Reserve a table at Reva.,7
Book a table at Masala House for 6 at 12:45 AM.,7
"Get me a table at Chipotle, Forbes Avenue for 10 at 10:45 PM.",7
Get me a table at Mario's for 3 at 02:45 AM.,7
Get me a reservation at Taco Bell for 6 at 09:45 PM.,7
Get me a table at McDoland's.,7
Get me a reservation at Avalon Social for 1 at 09:45 PM.,7
Find a restaurant and book a table in Barcelona Wine Bar.,7
"Find a restaurant and book a table in Chipotle, East Liberty for 7 at 05:45 PM.",7
Reserve a table at McDoland's for 1 at 11:45 PM.,7
"Reserve a table at Chipotle, East Liberty for 9 at 04:45 PM.",7
Can you reserve a table at KFC for 5 at 10:45 PM.,7
Get me a table at Subway for 2 at 10:45 PM.,7
Get me a reservation at McDoland's.,7
Get me a table at Avalon Social for 4 at 04:45 PM.,7
I want a reservation at Taco Bell.,7
Check for a table at Alta Via for 2 at 02:45 AM.,7
Find a restaurant and book a table in McD for 8 at 12:45 AM.,7
Get me a table at Avalon Social for 1 at 09:45 PM.,7
I want a reservation at Mario's for 7 at 07:45 PM.,7
Get me a table at Taco Bell for 2 at 09:45 PM.,7
Book a table at Pizza Palermo for 9 at 12:45 AM.,7
I need a booking at Five Guys.,7
Get me a table at Five Guys for 4 at 05:45 PM.,7
Check for a table at Subway for 5 at 08:45 PM.,7
Reserve a table at Mario's for 8 at 01:45 AM.,7
Book a table at Subway for 3 at 09:45 PM.,7
Book a table at Grand Concourse for 7 at 01:45 AM.,7
Get me a table at Grand Concourse for 8 at 02:45 AM.,7
Book a table at The Taste of India for 1 at 01:45 AM.,7
Book a table at Avalon Social for 9 at 08:45 PM.,7
Find a restaurant and book a table in Pizza Palermo.,7
I need a booking at Subway for 2 at 08:45 PM.,7
Can you reserve a table at Taco Bell for 2 at 06:45 PM.,7
Can you reserve a table at Alta Via.,7
"I need a booking at Chipotle, Forbes Avenue for 10 at 04:45 PM.",7
Reserve a table at Avalon Social.,7
Find a restaurant and book a table in Masala House.,7
"Find a restaurant and book a table in Chipotle, East Liberty for 9 at 07:45 PM.",7
Get me a reservation at Noodlehead for 9 at 04:45 PM.,7
Get me a reservation at Noodlehead.,7
Book a table at McD for 3 at 08:45 PM.,7
"Can you reserve a table at Chipotle, Forbes Avenue for 1 at 08:45 PM.",7
Find a restaurant and book a table in Murray Avenue Grill.,7
Get me a table at Alta Via for 5 at 09:45 PM.,7
Reserve a table at Root's Natiral Kitchen.,7
Find a restaurant and book a table in Reva for 6 at 06:45 PM.,7
Get me a reservation at McDoland's for 2 at 07:45 PM.,7
Get me a table at Reva for 3 at 04:45 PM.,7
I need a booking at Root's Natiral Kitchen for 5 at 02:45 AM.,7
Find a restaurant and book a table in Alta Via for 3 at 12:45 AM.,7
Find a restaurant and book a table in Mario's.,7
I need a booking at Masala House for 5 at 05:45 PM.,7
"Can you reserve a table at Chipotle, Forbes Avenue for 4 at 04:45 PM.",7
Check for a table at Napoli's Pizzeria for 2 at 08:45 PM.,7
Get me a reservation at Noodlehead for 6 at 10:45 PM.,7
Book a table at Murray Avenue Grill for 8 at 09:45 PM.,7
I need a booking at Barcelona Wine Bar.,7
"Find a restaurant and book a table in Chipotle, Forbes Avenue for 7 at 12:45 AM.",7
"Reserve a table at Chipotle, East Liberty.",7
I want a reservation at Masala House for 10 at 01:45 AM.,7
Find a restaurant and book a table in Grand Concourse for 4 at 06:45 PM.,7
Get me a table at Masala House.,7
Reserve a table at Masala House for 6 at 11:45 PM.,7
Book a table at Noodlehead for 6 at 12:45 AM.,7
Reserve a table at Pizza Palermo for 2 at 06:45 PM.,7
Book a table at Masala House for 3 at 10:45 PM.,7
Reserve a table at Pizza Palermo for 6 at 02:45 AM.,7
Check for a table at Reva.,7
Can you reserve a table at Taco Bell for 5 at 02:45 AM.,7
Get me a reservation at Reva for 7 at 06:45 PM.,7
Get me a table at Taco Bell for 7 at 07:45 PM.,7
"Find a restaurant and book a table in Chipotle, Forbes Avenue for 7 at 06:45 PM.",7
I need a booking at Taco Bell.,7
I want a reservation at Masala House for 10 at 04:45 PM.,7
Get me a reservation at Five Guys for 6 at 05:45 PM.,7
"I want a reservation at Chipotle, East Liberty for 4 at 06:45 PM.",7
"Get me a reservation at Chipotle, East Liberty for 9 at 09:45 PM.",7
Check for a table at KFC for 7 at 05:45 PM.,7
Check for a table at Napoli's Pizzeria for 1 at 12:45 AM.,7
Get me a reservation at Five Guys for 10 at 12:45 AM.,7
Get me a table at Murray Avenue Grill for 3 at 02:45 AM.,7
Can you reserve a table at Stack'd.,7
Get me a reservation at Grand Concourse for 3 at 03:45 PM.,7
Can you reserve a table at Subway for 4 at 03:45 PM.,7
Check for a table at McDoland's for 9 at 12:45 AM.,7
Reserve a table at McDoland's for 8 at 01:45 AM.,7
Find a restaurant and book a table in Reva for 9 at 09:45 PM.,7
I need a booking at Subway for 3 at 12:45 AM.,7
Can you reserve a table at The Taste of India for 8 at 11:45 PM.,7
Get me a table at Napoli's Pizzeria for 4 at 01:45 AM.,7
Reserve a table at Stack'd for 3 at 07:45 PM.,7
Get me a table at McD for 4 at 01:45 AM.,7
Book a table at Murray Avenue Grill for 6 at 09:45 PM.,7
I want a reservation at Five Guys for 6 at 08:45 PM.,7
I want a reservation at Napoli's Pizzeria.,7
Check for a table at Noodlehead for 7 at 04:45 PM.,7
Get me a reservation at Alta Via for 8 at 10:45 PM.,7
Get me a reservation at McD for 2 at 06:45 PM.,7
Check for a table at Alta Via for 8 at 06:45 PM.,7
Get me a table at McDoland's for 5 at 11:45 PM.,7
Check for a table at Napoli's Pizzeria for 2 at 07:45 PM.,7
"I want a reservation at Chipotle, Forbes Avenue.",7
I need a booking at Grand Concourse for 5 at 03:45 PM.,7
Get me a reservation at KFC for 9 at 12:45 AM.,7
Get me a reservation at Grand Concourse for 10 at 08:45 PM.,7
I need a booking at KFC.,7
I need a booking at McD for 7 at 07:45 PM.,7
Find a restaurant and book a table in Wendys.,7
Reserve a table at Subway for 8 at 06:45 PM.,7
Find a restaurant and book a table in Grand Concourse.,7
Find a restaurant and book a table in Stack'd for 1 at 12:45 AM.,7
Book a table at Taco Bell for 1 at 10:45 PM.,7
Get me a reservation at Root's Natiral Kitchen.,7
Can you reserve a table at McDoland's for 6 at 02:45 AM.,7
Book a table at The Taste of India for 8 at 11:45 PM.,7
Get me a reservation at Avalon Social.,7
Reserve a table at McDoland's for 2 at 09:45 PM.,7
"I need a booking at Chipotle, Forbes Avenue for 7 at 07:45 PM.",7
Check for a table at Masala House for 4 at 06:45 PM.,7
I need a booking at Wendys for 7 at 08:45 PM.,7
Get me a table at Reva for 5 at 10:45 PM.,7
Get me a table at Grand Concourse for 4 at 08:45 PM.,7
Book a table at Alta Via for 9 at 02:45 AM.,7
Book a table at Stack'd for 5 at 05:45 PM.,7
I need a booking at Grand Concourse for 4 at 01:45 AM.,7
Check for a table at Stack'd for 7 at 04:45 PM.,7
Find a restaurant and book a table in Stack'd for 10 at 03:45 PM.,7
I need a booking at Subway for 3 at 07:45 PM.,7
Can you reserve a table at The Taste of India for 3 at 09:45 PM.,7
Can you reserve a table at Five Guys for 2 at 04:45 PM.,7
Check for a table at McD for 2 at 10:45 PM.,7
"Reserve a table at Chipotle, East Liberty for 10 at 08:45 PM.",7
Reserve a table at Reva for 9 at 03:45 PM.,7
I need a booking at Masala House for 6 at 06:45 PM.,7
I need a booking at McDoland's for 6 at 03:45 PM.,7
Check for a table at Reva for 3 at 06:45 PM.,7
"Can you reserve a table at Chipotle, East Liberty for 7 at 01:45 AM.",7
Get me a reservation at Alta Via for 4 at 07:45 PM.,7
Reserve a table at Pizza Palermo for 9 at 07:45 PM.,7
Book a table at Barcelona Wine Bar for 6 at 05:45 PM.,7
Book a table at KFC for 2 at 08:45 PM.,7
I want a reservation at Alta Via for 4 at 01:45 AM.,7
I want a reservation at Masala House for 10 at 02:45 AM.,7
Book a table at Subway for 10 at 12:45 AM.,7
Get me a table at Stack'd.,7
Get me a reservation at Root's Natiral Kitchen for 1 at 05:45 PM.,7
"Can you reserve a table at Chipotle, East Liberty for 5 at 09:45 PM.",7
Book a table at Napoli's Pizzeria for 4 at 09:45 PM.,7
Find a restaurant and book a table in McDoland's.,7
"Check for a table at Chipotle, East Liberty for 3 at 10:45 PM.",7
Reserve a table at McD for 10 at 04:45 PM.,7
"I need a booking at Chipotle, Forbes Avenue for 10 at 10:45 PM.",7
Find a restaurant and book a table in Pizza Palermo for 6 at 05:45 PM.,7
Get me a reservation at Murray Avenue Grill.,7
Get me a reservation at Taco Bell for 3 at 03:45 PM.,7
Get me a reservation at Napoli's Pizzeria for 4 at 04:45 PM.,7
Get me a reservation at Napoli's Pizzeria for 8 at 12:45 AM.,7
Can you reserve a table at Pizza Palermo for 3 at 07:45 PM.,7
Check for a table at Subway for 1 at 02:45 AM.,7
Check for a table at Subway for 6 at 04:45 PM.,7
Check for a table at The Taste of India.,7
Get me a reservation at Root's Natiral Kitchen for 8 at 05:45 PM.,7
Get me a reservation at Alta Via for 6 at 07:45 PM.,7
I need a booking at Napoli's Pizzeria for 4 at 05:45 PM.,7
Reserve a table at Masala House for 6 at 04:45 PM.,7
Can you reserve a table at Subway for 8 at 04:45 PM.,7
Find a restaurant and book a table in Pizza Palermo for 6 at 08:45 PM.,7
Book a table at Murray Avenue Grill for 5 at 02:45 AM.,7
Check for a table at Avalon Social.,7
Check for a table at McDoland's for 2 at 09:45 PM.,7
Reserve a table at Masala House.,7
Get me a table at Noodlehead.,7
Get me a table at Noodlehead for 4 at 01:45 AM.,7
Can you reserve a table at Barcelona Wine Bar for 8 at 10:45 PM.,7
I need a booking at Noodlehead for 8 at 10:45 PM.,7
Check for a table at McD for 3 at 05:45 PM.,7
I want a reservation at McD for 5 at 05:45 PM.,7
I want a reservation at Barcelona Wine Bar for 3 at 08:45 PM.,7
Find a restaurant and book a table in Masala House for 2 at 03:45 PM.,7
Find a restaurant and book a table in McD for 2 at 10:45 PM.,7
"Reserve a table at Chipotle, East Liberty for 9 at 01:45 AM.",7
Check for a table at The Taste of India for 6 at 08:45 PM.,7
Reserve a table at Avalon Social for 2 at 04:45 PM.,7
I need a booking at Noodlehead.,7
Can you reserve a table at McD for 6 at 06:45 PM.,7
Can you reserve a table at Subway for 7 at 11:45 PM.,7
Check for a table at Noodlehead for 3 at 04:45 PM.,7
I want a reservation at Subway for 5 at 01:45 AM.,7
I need a booking at Wendys.,7
Can you reserve a table at Mario's for 4 at 07:45 PM.,7
Book a table at Stack'd.,7
Get me a reservation at The Taste of India for 5 at 11:45 PM.,7
Get me a reservation at Avalon Social for 3 at 11:45 PM.,7
Reserve a table at Grand Concourse for 7 at 03:45 PM.,7
"Check for a table at Chipotle, Forbes Avenue for 9 at 08:45 PM.",7
"I need a booking at Chipotle, East Liberty for 6 at 07:45 PM.",7
Get me a reservation at Avalon Social for 2 at 04:45 PM.,7
"I want a reservation at Chipotle, Forbes Avenue for 1 at 04:45 PM.",7
Find a restaurant and book a table in The Taste of India for 9 at 03:45 PM.,7
Get me a table at Alta Via for 6 at 04:45 PM.,7
I need a booking at Subway for 7 at 07:45 PM.,7
Find a restaurant and book a table in Pizza Palermo for 5 at 08:45 PM.,7
Can you reserve a table at Taco Bell for 9 at 03:45 PM.,7
Book a table at Pizza Palermo for 5 at 04:45 PM.,7
I want a reservation at Stack'd for 5 at 04:45 PM.,7
Find a restaurant and book a table in The Taste of India for 4 at 11:45 PM.,7
Check for a table at Wendys for 6 at 08:45 PM.,7
I want a reservation at Avalon Social for 4 at 01:45 AM.,7
"I need a booking at Chipotle, East Liberty for 5 at 10:45 PM.",7
Get me a table at Wendys for 10 at 06:45 PM.,7
I need a booking at Murray Avenue Grill.,7
Get me a table at Reva for 5 at 12:45 AM.,7
Reserve a table at Grand Concourse.,7
Book a table at Root's Natiral Kitchen for 4 at 06:45 PM.,7
Check for a table at Avalon Social for 2 at 03:45 PM.,7
Book a table at Subway for 10 at 10:45 PM.,7
I want a reservation at Murray Avenue Grill for 10 at 08:45 PM.,7
I want a reservation at Subway for 2 at 04:45 PM.,7
Can you reserve a table at Pizza Palermo.,7
Find a restaurant and book a table in KFC for 1 at 01:45 AM.,7
Book a table at McD.,7
Reserve a table at Alta Via for 1 at 01:45 AM.,7
Book a table at Barcelona Wine Bar for 6 at 12:45 AM.,7
"I need a booking at Chipotle, Forbes Avenue for 1 at 02:45 AM.",7
I want a reservation at Napoli's Pizzeria for 2 at 03:45 PM.,7
I want a reservation at Taco Bell for 2 at 02:45 AM.,7
Get me a reservation at Murray Avenue Grill for 4 at 01:45 AM.,7
Get me a table at Alta Via for 8 at 02:45 AM.,7
Get me a table at Root's Natiral Kitchen for 5 at 03:45 PM.,7
Get me a reservation at Avalon Social for 7 at 06:45 PM.,7
Find a restaurant and book a table in Stack'd for 6 at 06:45 PM.,7
Check for a table at McD for 3 at 02:45 AM.,7
Reserve a table at Subway.,7
Book a table at Subway for 4 at 10:45 PM.,7
Check for a table at Masala House for 5 at 11:45 PM.,7
I need a booking at Barcelona Wine Bar for 8 at 01:45 AM.,7
Can you reserve a table at Grand Concourse for 2 at 01:45 AM.,7
Check for a table at Root's Natiral Kitchen for 4 at 05:45 PM.,7
Check for a table at Alta Via for 7 at 09:45 PM.,7
I need a booking at Wendys for 7 at 07:45 PM.,7
Can you reserve a table at Noodlehead for 6 at 11:45 PM.,7
Find a restaurant and book a table in The Taste of India for 4 at 06:45 PM.,7
Reserve a table at Avalon Social for 5 at 08:45 PM.,7
Check for a table at Pizza Palermo.,7
Reserve a table at Wendys for 7 at 10:45 PM.,7
Get me a table at KFC for 8 at 12:45 AM.,7
Reserve a table at Mario's for 5 at 10:45 PM.,7
Find a restaurant and book a table in Mario's for 3 at 09:45 PM.,7
Book a table at Five Guys for 10 at 03:45 PM.,7
Find a restaurant and book a table in Avalon Social for 7 at 04:45 PM.,7
I want a reservation at Noodlehead for 10 at 05:45 PM.,7
Find a restaurant and book a table in Alta Via for 8 at 07:45 PM.,7
Check for a table at Alta Via for 4 at 06:45 PM.,7
Get me a table at The Taste of India for 10 at 03:45 PM.,7
Find a restaurant and book a table in Napoli's Pizzeria for 2 at 01:45 AM.,7
"I want a reservation at Chipotle, East Liberty for 6 at 12:45 AM.",7
I need a booking at Noodlehead for 9 at 01:45 AM.,7
Get me a reservation at Reva for 10 at 05:45 PM.,7
Check for a table at Stack'd for 4 at 08:45 PM.,7
Find a restaurant and book a table in Napoli's Pizzeria.,7
Can you reserve a table at Mario's.,7
Check for a table at Masala House for 7 at 09:45 PM.,7
"Find a restaurant and book a table in Chipotle, East Liberty.",7
Reserve a table at Subway for 1 at 06:45 PM.,7
Find a restaurant and book a table in Five Guys for 3 at 03:45 PM.,7
Find a restaurant and book a table in Masala House for 8 at 08:45 PM.,7
Book a table at Murray Avenue Grill for 3 at 06:45 PM.,7
Book a table at Reva for 4 at 04:45 PM.,7
I need a booking at Taco Bell for 3 at 12:45 AM.,7
Get me a table at Mario's for 9 at 12:45 AM.,7
Get me a reservation at KFC for 7 at 11:45 PM.,7
"Find a restaurant and book a table in Chipotle, Forbes Avenue for 10 at 12:45 AM.",7
I want a reservation at Wendys for 9 at 02:45 AM.,7
I need a booking at McDoland's for 4 at 02:45 AM.,7
I need a booking at Stack'd for 6 at 06:45 PM.,7
Check for a table at Root's Natiral Kitchen for 10 at 02:45 AM.,7
"Get me a reservation at Chipotle, East Liberty for 2 at 07:45 PM.",7
Check for a table at Taco Bell for 3 at 05:45 PM.,7
Reserve a table at Murray Avenue Grill for 4 at 05:45 PM.,7
Reserve a table at Reva for 8 at 04:45 PM.,7
Get me a reservation at Five Guys for 1 at 09:45 PM.,7
Book a table at Reva for 2 at 05:45 PM.,7
Book a table at Pizza Palermo for 5 at 12:45 AM.,7
Get me a table at Stack'd for 7 at 04:45 PM.,7
Book a table at Mario's for 10 at 02:45 AM.,7
I want a reservation at Reva for 6 at 02:45 AM.,7
Check for a table at KFC for 3 at 03:45 PM.,7
I need a booking at Mario's for 9 at 12:45 AM.,7
Check for a table at McD for 2 at 09:45 PM.,7
Book a table at Root's Natiral Kitchen for 10 at 09:45 PM.,7
I need a booking at Avalon Social for 1 at 03:45 PM.,7
Get me a reservation at Wendys for 4 at 05:45 PM.,7
Get me a reservation at McD for 7 at 07:45 PM.,7
I want a reservation at Wendys for 8 at 06:45 PM.,7
Check for a table at Napoli's Pizzeria.,7
I need a booking at Masala House for 5 at 08:45 PM.,7
I need a booking at McDoland's.,7
Check for a table at Napoli's Pizzeria for 9 at 08:45 PM.,7
Check for a table at Pizza Palermo for 1 at 11:45 PM.,7
Book a table at McDoland's for 9 at 10:45 PM.,7
"Book a table at Chipotle, Forbes Avenue for 3 at 05:45 PM.",7
I need a booking at Alta Via for 9 at 05:45 PM.,7
I need a booking at KFC for 2 at 01:45 AM.,7
I need a booking at KFC for 8 at 08:45 PM.,7
Can you reserve a table at Reva for 6 at 03:45 PM.,7
Book a table at Masala House for 6 at 05:45 PM.,7
I want a reservation at Taco Bell for 6 at 12:45 AM.,7
Reserve a table at Wendys for 5 at 01:45 AM.,7
Get me a table at Pizza Palermo for 7 at 06:45 PM.,7
Reserve a table at McD for 9 at 03:45 PM.,7
Book a table at Subway for 7 at 05:45 PM.,7
Reserve a table at Alta Via for 2 at 12:45 AM.,7
Book a table at Five Guys for 5 at 07:45 PM.,7
I want a reservation at Stack'd for 10 at 04:45 PM.,7
I want a reservation at Taco Bell for 10 at 07:45 PM.,7
Check for a table at Masala House for 5 at 12:45 AM.,7
Get me a table at The Taste of India.,7
Get me a table at The Taste of India for 6 at 06:45 PM.,7
Find a restaurant and book a table in KFC for 2 at 08:45 PM.,7
Reserve a table at Taco Bell for 1 at 04:45 PM.,7
Check for a table at Stack'd.,7
Check for a table at Avalon Social for 7 at 02:45 AM.,7
"Book a table at Chipotle, Forbes Avenue for 5 at 09:45 PM.",7
Book a table at Mario's for 8 at 09:45 PM.,7
Book a table at McD for 10 at 03:45 PM.,7
I need a booking at Five Guys for 4 at 01:45 AM.,7
I need a booking at Reva for 8 at 03:45 PM.,7
Reserve a table at The Taste of India for 8 at 12:45 AM.,7
I need a booking at Avalon Social.,7
Reserve a table at Root's Natiral Kitchen for 4 at 11:45 PM.,7
Reserve a table at Mario's for 7 at 08:45 PM.,7
Get me a reservation at Mario's for 1 at 11:45 PM.,7
Can you reserve a table at The Taste of India for 1 at 10:45 PM.,7
Get me a reservation at Noodlehead for 9 at 02:45 AM.,7
I need a booking at Napoli's Pizzeria for 4 at 12:45 AM.,7
Can you reserve a table at Pizza Palermo for 4 at 05:45 PM.,7
Get me a table at Barcelona Wine Bar for 10 at 11:45 PM.,7
Check for a table at Murray Avenue Grill for 5 at 11:45 PM.,7
Check for a table at Taco Bell for 7 at 09:45 PM.,7
Get me a table at Noodlehead for 6 at 03:45 PM.,7
Check for a table at Pizza Palermo for 9 at 08:45 PM.,7
"Find a restaurant and book a table in Chipotle, Forbes Avenue for 5 at 06:45 PM.",7
I want a reservation at The Taste of India for 7 at 07:45 PM.,7
Reserve a table at Reva for 3 at 08:45 PM.,7
I want a reservation at Masala House for 2 at 12:45 AM.,7
Find a restaurant and book a table in Alta Via for 8 at 02:45 AM.,7
I want a reservation at Pizza Palermo for 5 at 03:45 PM.,7
Find a restaurant and book a table in Murray Avenue Grill for 5 at 07:45 PM.,7
I want a reservation at Avalon Social for 8 at 11:45 PM.,7
Book a table at Pizza Palermo for 4 at 02:45 AM.,7
Find me an Uber to McD.,1
Find me an Uber to Reva.,1
Book me an Uber to Squirrel Hill.,1
Get me an Uber to South Side.,1
Set up a cab ride to Subway.,1
Book me an Uber to Pizza Palermo.,1
Arrange an Uber to Stack'd.,1
Book me an Uber to Market Square.,1
Book me an Uber to Trader Joes.,1
Get me an Uber to McDoland's.,1
Get me an Uber to KFC.,1
Book me an Uber to GreatClips.,1
I need an Uber to Grand Concourse.,1
"Find me an Uber to Target, East Liberty.",1
Book me an Uber to Lawrenceville.,1
Arrange an Uber to Market Square.,1
Find me a taxi to North Shore.,1
Set up a cab ride to University of Pittsburgh.,1
I need an Uber to Costco.,1
Find me a taxi to South Side.,1
Book me a cab to PNC Park.,1
Find me an Uber to Walmart.,1
Find me a taxi to Lawrenceville.,1
Can you arrange a cab to CMU.,1
Set up a cab ride to Giant Eagle.,1
Arrange an Uber to Walmart.,1
Can you arrange a cab to Murray Avenue Grill.,1
Find me an Uber to GreatClips.,1
I need a ride to CMU.,1
Set up a cab ride to Mario's.,1
Book me a cab to Giant Eagle.,1
Set up a cab ride to Barcelona Wine Bar.,1
I need a ride to Walmart.,1
Set up a cab ride to Masala House.,1
Book me a cab to KFC.,1
Set up a cab ride to Reva.,1
Set up a cab ride to Napoli's Pizzeria.,1
Get me an Uber to North Shore.,1
Set up a cab ride to Pizza Palermo.,1
Find me a taxi to Oakland.,1
I need a ride to North Shore.,1
Arrange an Uber to Shadyside.,1
Find me a taxi to Avalon Social.,1
I need an Uber to Point State Park.,1
I need an Uber to Taco Bell.,1
I need an Uber to McD.,1
Find me a taxi to Five Guys.,1
"Book me a cab to Chipotle, Forbes Avenue.",1
Book me a cab to Reva.,1
Can you arrange a cab to South Side Flats.,1
Find me an Uber to Avalon Social.,1
I need an Uber to South Side.,1
Arrange an Uber to Root's Natiral Kitchen.,1
Book me a cab to South Side Flats.,1
I need a ride to Pizza Palermo.,1
I need a ride to Trader Joes.,1
Find me a taxi to South Side Flats.,1
Find me an Uber to Pizza Palermo.,1
Book me a cab to Downtown Pittsburgh.,1
Get me an Uber to Point State Park.,1
Set up a cab ride to Noodlehead.,1
Book me a cab to Highland Park.,1
Get me an Uber to PNC Park.,1
Set up a cab ride to PNC Park.,1
Find me an Uber to Napoli's Pizzeria.,1
Set up a cab ride to CMU.,1
Find me an Uber to Giant Eagle.,1
Get me an Uber to Lawrenceville.,1
I need an Uber to Alta Via.,1
Can you arrange a cab to Costco.,1
"Arrange an Uber to Target, East Liberty.",1
Book me a cab to Lawrenceville.,1
Get me an Uber to Mario's.,1
Find me an Uber to The Taste of India.,1
"Find me an Uber to Chipotle, East Liberty.",1
Arrange an Uber to Costco.,1
Book me a cab to South Side.,1
Arrange an Uber to Downtown Pittsburgh.,1
Get me an Uber to Pittsburgh International Airport.,1
I need a ride to Lawrenceville.,1
I need an Uber to Mario's.,1
Set up a cab ride to Squirrel Hill.,1
Book me a cab to Market Square.,1
Book me a cab to Avalon Social.,1
Get me an Uber to Noodlehead.,1
"I need an Uber to Target, East Liberty.",1
Can you arrange a cab to Five Guys.,1
Book me an Uber to Stack'd.,1
Get me an Uber to Downtown Pittsburgh.,1
I need a ride to UPitt.,1
Set up a cab ride to McDoland's.,1
Arrange an Uber to CMU.,1
I need a ride to Waterfront.,1
Find me an Uber to Carnegie Mellon University.,1
I need a ride to Shadyside.,1
I need an Uber to The Taste of India.,1
I need a ride to Carnegie Mellon University.,1
Can you arrange a cab to Point State Park.,1
Book me a cab to Shadyside.,1
Set up a cab ride to Avalon Social.,1
Set up a cab ride to Alta Via.,1
"Book me an Uber to Chipotle, Forbes Avenue.",1
Book me a cab to Kennywood.,1
Book me an Uber to KFC.,1
Book me an Uber to Shadyside.,1
Get me an Uber to Root's Natiral Kitchen.,1
"Find me a taxi to Chipotle, Forbes Avenue.",1
Set up a cab ride to KFC.,1
Set up a cab ride to Grand Concourse.,1
"Find me a taxi to Target, East Liberty.",1
I need a ride to McD.,1
Can you arrange a cab to Carnegie Mellon University.,1
Can you arrange a cab to Barcelona Wine Bar.,1
Find me a taxi to GreatClips.,1
Can you arrange a cab to Grand Concourse.,1
I need an Uber to Napoli's Pizzeria.,1
Arrange an Uber to Alta Via.,1
Find me a taxi to PNC Park.,1
Get me an Uber to Oakland.,1
Find me an Uber to Subway.,1
Can you arrange a cab to Market Square.,1
Can you arrange a cab to UPitt.,1
Find me a taxi to University of Pittsburgh.,1
Can you arrange a cab to Stack'd.,1
Set up a cab ride to Taco Bell.,1
Get me an Uber to Wendys.,1
I need an Uber to Market Square.,1
"Book me a cab to Target, East Liberty.",1
I need a ride to Oakland.,1
Book me a cab to Costco.,1
Find me an Uber to South Side.,1
Find me an Uber to Barcelona Wine Bar.,1
Can you arrange a cab to Walmart.,1
Book me an Uber to Alta Via.,1
"I need a ride to Chipotle, Forbes Avenue.",1
Arrange an Uber to Avalon Social.,1
Find me a taxi to Costco.,1
Can you arrange a cab to Wendys.,1
"I need a ride to Chipotle, East Liberty.",1
Find me an Uber to PNC Park.,1
I need an Uber to Shadyside.,1
Arrange an Uber to Napoli's Pizzeria.,1
"Set up a cab ride to Chipotle, Forbes Avenue.",1
Find me a taxi to Stack'd.,1
Find me a taxi to Kennywood.,1
Set up a cab ride to Lawrenceville.,1
Set up a cab ride to Five Guys.,1
I need an Uber to Barcelona Wine Bar.,1
I need a ride to Reva.,1
Find me an Uber to Kennywood.,1
Book me a cab to Taco Bell.,1
Get me an Uber to Murray Avenue Grill.,1
Book me an Uber to Barcelona Wine Bar.,1
Find me an Uber to Stack'd.,1
I need a ride to University of Pittsburgh.,1
Arrange an Uber to UPitt.,1
Find me a taxi to Giant Eagle.,1
Book me a cab to Pittsburgh International Airport.,1
I need a ride to PNC Park.,1
Book me an Uber to South Side Flats.,1
Can you arrange a cab to Giant Eagle.,1
I need an Uber to KFC.,1
I need an Uber to East Liberty.,1
Get me an Uber to Five Guys.,1
Find me a taxi to UPitt.,1
I need an Uber to Masala House.,1
"Find me a taxi to Chipotle, East Liberty.",1
Get me an Uber to Reva.,1
Set up a cab ride to GreatClips.,1
Book me a cab to Stack'd.,1
Get me an Uber to The Taste of India.,1
"Can you arrange a cab to Chipotle, East Liberty.",1
Book me an Uber to South Side.,1
Book me an Uber to Oakland.,1
Get me an Uber to Stack'd.,1
Find me a taxi to Barcelona Wine Bar.,1
Can you arrange a cab to South Side.,1
Arrange an Uber to Masala House.,1
Book me a cab to Five Guys.,1
Find me an Uber to Downtown Pittsburgh.,1
I need a ride to South Side Flats.,1
Book me an Uber to Downtown Pittsburgh.,1
Can you arrange a cab to Shadyside.,1
Find me an Uber to Market Square.,1
"Can you arrange a cab to Chipotle, Forbes Avenue.",1
Set up a cab ride to Oakland.,1
